City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Hithadhoo,MV,-0.6,73.0833,82.38,73,100,10.38,overcast clouds,2021-08-07 20:18:24
1,Nishihara,JP,26.1842,127.7558,78.85,97,90,19.57,light intensity shower rain,2021-08-07 20:18:24
2,Hobart,AU,-42.8794,147.3294,35.26,89,75,3.0,broken clouds,2021-08-07 20:18:24
3,Khatanga,RU,71.9667,102.5,50.22,68,73,8.37,broken clouds,2021-08-07 20:18:24
4,Monki,PL,53.405,22.7979,59.7,88,33,6.44,scattered clouds,2021-08-07 20:18:25
5,Hasaki,JP,35.7333,140.8333,79.2,88,100,14.63,heavy intensity rain,2021-08-07 20:13:40
6,Whitehorse,CA,60.7161,-135.0538,63.1,82,75,4.61,broken clouds,2021-08-07 20:17:11
7,Albany,US,42.6001,-73.9662,87.15,67,99,1.99,overcast clouds,2021-08-07 20:15:43
8,Guadix,ES,37.2993,-3.1392,78.46,26,0,4.59,clear sky,2021-08-07 20:18:25
9,Komsomolskiy,UZ,40.4272,71.7189,79.52,36,65,11.5,broken clouds,2021-08-07 20:18:26
10,Sao Filipe,CV,14.8961,-24.4956,79.2,80,47,5.97,scattered clouds,2021-08-07 20:18:26
11,Pemberton,CA,50.3164,-122.8027,65.89,92,100,4.25,overcast clouds,2021-08-07 20:18:26
12,Sapouy,BF,11.5544,-1.7736,79.21,72,96,9.15,overcast clouds,2021-08-07 20:18:26
13,Rikitea,PF,-23.1203,-134.9692,74.01,80,11,12.33,few clouds,2021-08-07 20:18:27
14,Arequipa,PE,-16.3989,-71.535,68.07,19,0,11.5,clear sky,2021-08-07 20:18:27
15,Yanam,IN,16.7333,82.2167,82.38,78,100,5.23,overcast clouds,2021-08-07 20:18:27
16,Abu Dhabi,AE,24.4667,54.3667,95.11,63,0,4.61,clear sky,2021-08-07 20:18:02
17,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.02,73,54,16.11,broken clouds,2021-08-07 20:18:28
18,Brae,GB,60.3964,-1.353,58.91,91,100,17.81,overcast clouds,2021-08-07 20:18:28
19,Hinche,HT,19.15,-72.0167,89.02,46,19,8.28,few clouds,2021-08-07 20:18:28
20,Champerico,GT,14.3,-91.9167,88.93,67,99,5.32,overcast clouds,2021-08-07 20:18:29
21,Punta Arenas,CL,-53.15,-70.9167,35.71,80,0,23.02,clear sky,2021-08-07 20:18:29
22,Mount Gambier,AU,-37.8333,140.7667,35.51,100,90,8.05,overcast clouds,2021-08-07 20:18:29
23,Busselton,AU,-33.65,115.3333,57.04,93,98,6.53,light rain,2021-08-07 20:18:29
24,Vaini,TO,-21.2,-175.2,68.16,77,40,5.75,scattered clouds,2021-08-07 20:18:30
25,Jamestown,US,42.097,-79.2353,81.3,75,75,1.99,broken clouds,2021-08-07 20:15:19
26,Weligama,LK,5.9667,80.4167,77.83,87,100,13.56,overcast clouds,2021-08-07 20:18:30
27,Engel-Yurt,RU,43.3289,46.3603,80.11,41,86,4.81,overcast clouds,2021-08-07 20:18:31
28,Saskylakh,RU,71.9167,114.0833,49.14,77,100,7.72,overcast clouds,2021-08-07 20:18:31
29,Bethel,US,41.3712,-73.414,86.36,62,1,9.22,clear sky,2021-08-07 20:18:31
30,Srednekolymsk,RU,67.45,153.6833,47.88,66,4,4.03,clear sky,2021-08-07 20:18:31
31,Ushuaia,AR,-54.8,-68.3,29.86,93,90,33.38,heavy snow,2021-08-07 20:18:32
32,Yatou,CN,37.15,122.3833,71.35,88,32,5.68,scattered clouds,2021-08-07 20:18:32
33,Alexandria,EG,31.2156,29.9553,82.58,71,0,13.85,clear sky,2021-08-07 20:18:32
34,Gao,ML,16.6362,1.637,90.64,39,66,18.99,broken clouds,2021-08-07 20:18:33
35,Sai Buri,TH,6.7013,101.6168,77.76,83,29,3.85,scattered clouds,2021-08-07 20:18:33
36,Kapaa,US,22.0752,-159.319,84.52,66,20,3.0,few clouds,2021-08-07 20:18:33
37,Cape Town,ZA,-33.9258,18.4232,52.21,93,90,5.75,fog,2021-08-07 20:13:46
38,Itarema,BR,-2.9248,-39.9167,81.37,68,93,18.37,overcast clouds,2021-08-07 20:14:20
39,Oranjestad,AW,12.524,-70.027,89.55,58,20,19.57,few clouds,2021-08-07 20:18:34
40,Limoeiro Do Norte,BR,-5.1456,-38.0981,89.91,34,51,12.86,broken clouds,2021-08-07 20:18:34
41,Puerto Ayora,EC,-0.7393,-90.3518,80.56,83,85,8.99,overcast clouds,2021-08-07 20:18:34
42,Mahon,ES,39.8885,4.2658,79.36,83,40,13.8,scattered clouds,2021-08-07 20:18:34
43,Longyearbyen,SJ,78.2186,15.6401,46.24,76,75,11.5,broken clouds,2021-08-07 20:18:35
44,Salina,US,38.8403,-97.6114,98.73,41,1,10.0,clear sky,2021-08-07 20:18:35
45,Butaritari,KI,3.0707,172.7902,82.22,69,15,14.38,few clouds,2021-08-07 20:18:35
46,Arraial Do Cabo,BR,-22.9661,-42.0278,71.56,68,40,17.27,scattered clouds,2021-08-07 20:18:36
47,Blackwater,AU,-23.5833,148.8833,48.33,56,0,6.67,clear sky,2021-08-07 20:18:36
48,Samarai,PG,-10.6167,150.6667,77.38,86,91,15.48,overcast clouds,2021-08-07 20:18:36
49,Senanga,ZM,-16.1167,23.2667,62.29,20,0,6.46,clear sky,2021-08-07 20:18:36
50,Cookeville,US,36.1628,-85.5016,84.92,74,1,1.01,clear sky,2021-08-07 20:18:37
51,Kahului,US,20.8947,-156.47,84.22,66,20,21.85,few clouds,2021-08-07 20:18:37
52,Hilo,US,19.7297,-155.09,82.26,73,75,10.36,broken clouds,2021-08-07 20:18:37
53,Yellowknife,CA,62.456,-114.3525,62.37,73,100,12.75,light rain,2021-08-07 20:13:52
54,Morros,BR,-9.4467,-46.3003,88.84,25,11,9.8,few clouds,2021-08-07 20:18:38
55,Pangnirtung,CA,66.1451,-65.7125,42.67,81,100,3.76,overcast clouds,2021-08-07 20:18:38
56,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,77,40,13.8,scattered clouds,2021-08-07 20:18:38
57,Shache,CN,38.4167,77.2406,78.91,34,100,13.49,light rain,2021-08-07 20:18:39
58,Bluff,NZ,-46.6,168.3333,35.8,76,100,2.51,light rain,2021-08-07 20:18:39
59,Asau,RO,46.4333,26.4,63.52,88,1,0.98,clear sky,2021-08-07 20:18:39
60,Appingedam,NL,53.3217,6.8583,64.99,70,100,6.15,overcast clouds,2021-08-07 20:18:40
61,Avarua,CK,-21.2078,-159.775,78.85,69,20,4.61,few clouds,2021-08-07 20:18:40
62,Barrow,US,71.2906,-156.7887,37.42,77,75,6.91,broken clouds,2021-08-07 20:18:15
63,Araguari,BR,-18.6472,-48.1872,73.69,34,14,11.54,few clouds,2021-08-07 20:18:40
64,Atuona,PF,-9.8,-139.0333,76.87,83,88,16.15,light rain,2021-08-07 20:18:41
65,Vyazemskiy,RU,47.5378,134.7525,57.49,99,100,9.73,overcast clouds,2021-08-07 20:18:41
66,Joacaba,BR,-27.1781,-51.5047,70.23,57,98,4.0,overcast clouds,2021-08-07 20:18:41
67,Port Alfred,ZA,-33.5906,26.891,59.45,85,67,14.34,broken clouds,2021-08-07 20:18:42
68,Mar Del Plata,AR,-38.0023,-57.5575,60.82,55,20,8.05,few clouds,2021-08-07 20:15:00
69,Angoche,MZ,-16.2325,39.9086,72.86,76,0,8.12,clear sky,2021-08-07 20:14:22
70,Mataura,NZ,-46.1927,168.8643,35.47,99,100,0.94,overcast clouds,2021-08-07 20:18:42
71,Praya,CV,14.9215,-23.5087,79.34,89,75,8.05,broken clouds,2021-08-07 20:18:06
72,Vostok,RU,46.4856,135.8833,57.85,99,100,4.61,overcast clouds,2021-08-07 20:18:43
73,Kindu,CD,-2.95,25.95,75.27,73,85,0.74,overcast clouds,2021-08-07 20:18:43
74,Meulaboh,ID,4.1363,96.1285,76.96,88,99,5.53,overcast clouds,2021-08-07 20:18:43
75,Clyde River,CA,70.4692,-68.5914,39.43,100,90,11.5,light intensity drizzle,2021-08-07 20:18:43
76,Talaya,RU,61.3833,152.75,48.06,92,100,3.8,overcast clouds,2021-08-07 20:18:44
77,Awjilah,LY,29.1081,21.2869,90.36,31,0,14.12,clear sky,2021-08-07 20:18:44
78,Victoria,HK,22.2855,114.1577,84.16,88,100,1.01,overcast clouds,2021-08-07 20:17:06
79,Celestun,MX,20.8667,-90.4,86.63,68,32,15.93,scattered clouds,2021-08-07 20:18:45
80,Vestmannaeyjar,IS,63.4427,-20.2734,55.4,89,100,11.92,overcast clouds,2021-08-07 20:18:45
81,Kavieng,PG,-2.5744,150.7967,81.27,78,99,13.87,moderate rain,2021-08-07 20:18:45
82,Port Elizabeth,ZA,-33.918,25.5701,59.29,94,40,6.91,scattered clouds,2021-08-07 20:18:45
83,Key West,US,24.5557,-81.7826,93.2,57,20,10.36,few clouds,2021-08-07 20:18:46
84,Birin,NP,26.8865,88.0718,65.12,95,100,2.44,moderate rain,2021-08-07 20:18:46
85,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,75.45,59,95,7.36,overcast clouds,2021-08-07 20:18:46
86,Puteyets,RU,65.1716,57.091,49.77,96,100,10.29,overcast clouds,2021-08-07 20:18:47
87,Kangaatsiaq,GL,68.3065,-53.4641,41.4,91,100,9.26,overcast clouds,2021-08-07 20:18:47
88,Vanavara,RU,60.34,102.2797,51.3,66,25,1.3,scattered clouds,2021-08-07 20:18:47
89,Airai,TL,-8.9266,125.4092,52.88,66,23,2.73,few clouds,2021-08-07 20:18:48
90,Enid,US,36.3956,-97.8784,101.01,44,40,8.01,scattered clouds,2021-08-07 20:18:01
91,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,11.5,few clouds,2021-08-07 20:18:48
92,College,US,64.8569,-147.8028,58.59,91,75,0.0,light rain,2021-08-07 20:18:48
93,Carnarvon,AU,-24.8667,113.6333,66.27,90,40,8.05,scattered clouds,2021-08-07 20:18:49
94,Yerbogachen,RU,61.2767,108.0108,49.8,71,99,2.75,overcast clouds,2021-08-07 20:17:26
95,Avera,US,33.194,-82.5271,89.91,56,93,1.3,overcast clouds,2021-08-07 20:18:49
96,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.53,17,0,11.9,clear sky,2021-08-07 20:18:49
97,Agadez,NE,19.75,10.25,96.91,9,10,6.87,clear sky,2021-08-07 20:18:50
98,Pitsunda,GE,43.1592,40.3378,71.78,77,100,13.49,moderate rain,2021-08-07 20:18:50
99,Ponta Do Sol,PT,32.6667,-17.1,75.7,82,75,6.29,broken clouds,2021-08-07 20:18:50
100,Nikolskoye,RU,59.7035,30.7861,64.29,99,100,5.82,light rain,2021-08-07 20:18:50
101,San Jose,US,37.3394,-121.895,92.01,57,90,6.91,smoke,2021-08-07 20:16:36
102,Qaanaaq,GL,77.484,-69.3632,41.61,75,98,1.66,overcast clouds,2021-08-07 20:18:51
103,Sorong,ID,-0.8833,131.25,77.76,88,100,7.0,moderate rain,2021-08-07 20:18:52
104,Saint George,US,37.1041,-113.5841,98.64,11,1,1.01,haze,2021-08-07 20:18:52
105,Svetlaya,RU,46.5389,138.3297,60.67,95,100,19.84,overcast clouds,2021-08-07 20:18:52
106,Kodiak,US,57.79,-152.4072,56.71,72,90,9.22,light rain,2021-08-07 20:18:53
107,Yunyang,CN,33.4474,112.7142,74.05,78,20,3.47,few clouds,2021-08-07 20:18:53
108,La Tuque,CA,47.4334,-72.7824,62.89,89,86,4.47,overcast clouds,2021-08-07 20:14:06
109,Chokurdakh,RU,70.6333,147.9167,52.63,59,45,5.53,scattered clouds,2021-08-07 20:18:53
110,Kenai,US,60.5544,-151.2583,69.03,68,1,11.5,clear sky,2021-08-07 20:18:54
111,Beira,MZ,-19.8436,34.8389,66.29,94,0,6.91,clear sky,2021-08-07 20:18:54
112,Victor Harbor,AU,-35.5667,138.6167,50.9,83,0,6.55,clear sky,2021-08-07 20:18:53
113,Port Hardy,CA,50.6996,-127.4199,66.38,72,75,12.66,light rain,2021-08-07 20:18:54
114,Madang,PG,-5.2246,145.7966,74.7,91,100,4.41,overcast clouds,2021-08-07 20:18:55
115,Xifeng,CN,42.7372,124.7222,65.41,87,85,2.59,overcast clouds,2021-08-07 20:18:55
116,Cidreira,BR,-30.1811,-50.2056,63.59,84,4,10.98,clear sky,2021-08-07 20:18:55
117,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,68,14,8.14,few clouds,2021-08-07 20:18:56
118,Aden,YE,12.7794,45.0367,84.34,76,3,6.04,clear sky,2021-08-07 20:15:06
119,Hermanus,ZA,-34.4187,19.2345,51.91,74,92,1.12,overcast clouds,2021-08-07 20:18:56
120,Lebu,CL,-37.6167,-73.65,50.56,70,6,22.01,clear sky,2021-08-07 20:18:56
121,Gizo,SB,-8.103,156.8419,81.32,76,72,11.88,broken clouds,2021-08-07 20:18:15
122,Geraldton,AU,-28.7667,114.6,61.21,94,40,9.22,scattered clouds,2021-08-07 20:18:57
123,Lomas De Sargentillo,EC,-1.8833,-80.0833,84.58,47,95,5.77,overcast clouds,2021-08-07 20:18:57
124,Ribeira Grande,PT,38.5167,-28.7,72.0,60,40,8.05,scattered clouds,2021-08-07 20:18:57
125,Swan River,CA,52.1058,-101.2676,85.89,37,75,13.8,broken clouds,2021-08-07 20:18:58
126,Bredasdorp,ZA,-34.5322,20.0403,51.28,93,100,2.3,overcast clouds,2021-08-07 20:18:58
127,Sioux Lookout,CA,50.1001,-91.917,71.98,53,75,10.36,smoke,2021-08-07 20:18:58
128,Berlevag,NO,70.8578,29.0864,60.19,67,39,11.39,scattered clouds,2021-08-07 20:18:59
129,Asfi,MA,32.2994,-9.2372,71.1,77,83,17.05,broken clouds,2021-08-07 20:18:59
130,Ornskoldsvik,SE,63.2909,18.7153,67.82,55,90,8.05,overcast clouds,2021-08-07 20:18:59
131,Katsuura,JP,35.1333,140.3,78.91,95,100,21.83,heavy intensity rain,2021-08-07 20:18:59
132,Abalak,RU,58.1286,68.5944,55.99,99,100,4.56,overcast clouds,2021-08-07 20:19:00
133,Lompoc,US,34.6391,-120.4579,83.21,65,1,14.97,clear sky,2021-08-07 20:18:46
134,Beringovskiy,RU,63.05,179.3167,43.75,87,100,25.7,light rain,2021-08-07 20:19:00
135,Vytegra,RU,61.0064,36.4481,61.32,94,100,14.34,overcast clouds,2021-08-07 20:19:00
136,Orbetello,IT,42.4408,11.2196,78.8,100,0,9.22,clear sky,2021-08-07 20:19:01
137,Esperance,AU,-33.8667,121.9,60.64,74,100,4.61,overcast clouds,2021-08-07 20:19:01
138,Khorixas,NA,-20.3667,14.9667,72.7,18,0,8.3,clear sky,2021-08-07 20:19:01
139,New Norfolk,AU,-42.7826,147.0587,34.92,85,99,2.68,overcast clouds,2021-08-07 20:19:02
140,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,70,100,13.24,overcast clouds,2021-08-07 20:19:02
141,East London,ZA,-33.0153,27.9116,59.99,82,29,11.88,scattered clouds,2021-08-07 20:19:02
142,Sur,OM,22.5667,59.5289,90.48,54,90,11.32,overcast clouds,2021-08-07 20:14:38
143,Abha,SA,18.2164,42.5053,64.22,72,0,0.0,clear sky,2021-08-07 20:19:03
144,Balabac,PH,7.9868,117.0645,81.88,76,100,2.8,overcast clouds,2021-08-07 20:19:03
145,Nanortalik,GL,60.1432,-45.2371,47.17,92,100,21.47,moderate rain,2021-08-07 20:19:03
146,Stavrovo,RU,56.1331,40.013,65.21,75,94,7.85,moderate rain,2021-08-07 20:19:04
147,Kaitangata,NZ,-46.2817,169.8464,36.84,85,100,1.99,overcast clouds,2021-08-07 20:19:04
148,Port Lincoln,AU,-34.7333,135.8667,51.3,78,0,10.49,clear sky,2021-08-07 20:19:05
149,Beisfjord,NO,68.3751,17.5988,69.04,55,99,6.31,overcast clouds,2021-08-07 20:19:05
150,Cayenne,GF,4.9333,-52.3333,85.08,76,0,4.0,clear sky,2021-08-07 20:19:05
151,Sitka,US,57.0531,-135.33,62.49,82,75,8.05,broken clouds,2021-08-07 20:19:05
152,Souillac,MU,-20.5167,57.5167,70.36,78,40,8.05,scattered clouds,2021-08-07 20:19:06
153,Leningradskiy,RU,69.3833,178.4167,37.17,79,98,12.33,overcast clouds,2021-08-07 20:19:06
154,Campechuela,CU,20.2342,-77.2789,88.48,60,95,8.99,overcast clouds,2021-08-07 20:19:06
155,Iqaluit,CA,63.7506,-68.5145,51.53,58,75,18.41,broken clouds,2021-08-07 20:18:27
156,Mount Isa,AU,-20.7333,139.5,42.57,52,0,1.14,clear sky,2021-08-07 20:19:07
157,Castro,BR,-24.7911,-50.0119,63.61,69,71,5.03,broken clouds,2021-08-07 20:19:07
158,Zarubino,RU,42.63,131.0922,68.81,90,1,4.92,clear sky,2021-08-07 20:19:07
159,Chumikan,RU,54.7183,135.315,50.77,89,93,14.97,overcast clouds,2021-08-07 20:19:08
160,Isangel,VU,-19.55,169.2667,69.91,73,40,4.61,haze,2021-08-07 20:19:08
161,Swan Hill,AU,-35.3378,143.5544,50.99,70,100,2.75,overcast clouds,2021-08-07 20:19:08
162,Tuktoyaktuk,CA,69.4541,-133.0374,44.6,81,90,13.8,overcast clouds,2021-08-07 20:19:09
163,Tasiilaq,GL,65.6145,-37.6368,46.56,95,100,7.02,light rain,2021-08-07 20:19:09
164,Faanui,PF,-16.4833,-151.75,78.06,71,25,8.01,scattered clouds,2021-08-07 20:16:20
165,Chuy,UY,-33.6971,-53.4616,67.73,75,9,5.41,clear sky,2021-08-07 20:19:09
166,Raudeberg,NO,61.9875,5.1352,65.19,69,100,6.8,overcast clouds,2021-08-07 20:19:10
167,Pevek,RU,69.7008,170.3133,41.58,76,24,4.74,few clouds,2021-08-07 20:19:10
168,Cam Ranh,VN,11.9214,109.1591,84.16,79,20,2.3,few clouds,2021-08-07 20:19:10
169,Kanker,IN,20.2719,81.4931,75.49,84,100,4.0,overcast clouds,2021-08-07 20:18:02
170,Hamilton,US,39.1834,-84.5333,89.74,53,40,3.0,scattered clouds,2021-08-07 20:19:11
171,Tsabong,BW,-26.0217,22.401,60.33,13,0,5.57,clear sky,2021-08-07 20:19:11
172,Zabol,AF,32.25,67.25,74.55,15,0,7.47,clear sky,2021-08-07 20:19:11
173,Carutapera,BR,-1.195,-46.02,79.11,85,83,6.89,broken clouds,2021-08-07 20:19:11
174,Saint-Philippe,RE,-21.3585,55.7679,71.15,77,37,12.06,scattered clouds,2021-08-07 20:19:12
175,General Roca,AR,-39.0333,-67.5833,57.6,19,98,13.96,overcast clouds,2021-08-07 20:19:12
176,Klaksvik,FO,62.2266,-6.589,61.72,91,91,16.8,overcast clouds,2021-08-07 20:19:12
177,Lavrentiya,RU,65.5833,-171.0,45.41,77,100,17.02,overcast clouds,2021-08-07 20:19:13
178,Grindavik,IS,63.8424,-22.4338,57.56,82,75,5.75,broken clouds,2021-08-07 20:19:13
179,Severo-Kurilsk,RU,50.6789,156.125,53.76,78,96,7.72,overcast clouds,2021-08-07 20:19:13
180,Igrim,RU,63.1906,64.4162,65.66,72,100,7.27,overcast clouds,2021-08-07 20:19:14
181,Billings,US,45.7833,-108.5007,89.29,27,40,12.66,scattered clouds,2021-08-07 20:19:14
182,Talnakh,RU,69.4865,88.3972,55.18,60,10,3.96,clear sky,2021-08-07 20:19:14
183,Lasa,IT,46.6166,10.7002,63.86,98,93,4.41,light rain,2021-08-07 20:19:15
184,Jahanabad,IN,25.2167,84.9833,78.64,82,100,5.59,overcast clouds,2021-08-07 20:19:15
185,Pisco,PE,-13.7,-76.2167,66.25,68,40,11.5,scattered clouds,2021-08-07 20:19:15
186,Coahuayana,MX,18.7333,-103.6833,85.48,63,82,6.96,broken clouds,2021-08-07 20:19:16
187,Bridlington,GB,54.0831,-0.1919,64.89,82,96,8.03,overcast clouds,2021-08-07 20:19:16
188,Homer,US,59.6425,-151.5483,69.08,76,1,6.91,clear sky,2021-08-07 20:19:16
189,Roald,NO,62.5833,6.1333,68.05,67,0,2.3,clear sky,2021-08-07 20:19:17
190,Thompson,CA,55.7435,-97.8558,77.16,57,20,8.05,smoke,2021-08-07 20:19:17
191,Dudinka,RU,69.4058,86.1778,54.09,58,14,7.18,few clouds,2021-08-07 20:19:17
192,Rubik,AL,41.7744,19.7861,71.26,55,0,4.18,clear sky,2021-08-07 20:19:17
193,Enzan,JP,35.7,138.7333,73.92,94,100,6.24,overcast clouds,2021-08-07 20:19:18
194,Mmathubudukwane,BW,-24.6,26.4333,56.26,19,0,3.58,clear sky,2021-08-07 20:19:18
195,Alice Springs,AU,-23.7,133.8833,36.95,60,0,5.75,clear sky,2021-08-07 20:19:18
196,Oruro,BO,-17.9833,-67.15,57.52,13,8,5.26,clear sky,2021-08-07 20:19:19
197,Valparaiso,CL,-33.0393,-71.6273,56.84,72,90,0.0,overcast clouds,2021-08-07 20:19:19
198,Huamachuco,PE,-7.8,-78.0667,66.45,26,3,7.4,clear sky,2021-08-07 20:19:19
199,Padang,ID,-0.9492,100.3543,77.45,89,26,4.16,scattered clouds,2021-08-07 20:19:20
200,Tuatapere,NZ,-46.1333,167.6833,35.82,96,100,2.95,overcast clouds,2021-08-07 20:19:20
201,Antofagasta,CL,-23.65,-70.4,60.08,72,19,8.08,few clouds,2021-08-07 20:19:15
202,Veinticinco De Mayo,AR,-35.4323,-60.1727,75.31,48,3,3.71,clear sky,2021-08-07 20:19:20
203,Arman,RU,59.7,150.1667,56.79,71,14,6.04,few clouds,2021-08-07 20:19:21
204,Komatipoort,ZA,-25.4332,31.9548,60.04,91,0,2.57,clear sky,2021-08-07 20:19:21
205,Waipawa,NZ,-41.4122,175.5153,51.03,86,100,8.86,overcast clouds,2021-08-07 20:19:21
206,Erzin,TR,36.9559,36.2,82.0,84,1,2.04,clear sky,2021-08-07 20:19:22
207,Guerrero Negro,MX,27.9769,-114.0611,82.02,54,47,10.85,scattered clouds,2021-08-07 20:19:22
208,Carson City,US,39.1638,-119.7674,93.96,13,1,1.01,haze,2021-08-07 20:15:15
209,Vila,PT,42.0304,-8.1588,54.7,73,20,3.62,few clouds,2021-08-07 20:19:22
210,Mongoumba,CF,3.6415,18.5936,70.34,97,100,1.99,overcast clouds,2021-08-07 20:19:23
211,Mahebourg,MU,-20.4081,57.7,70.25,78,40,8.05,scattered clouds,2021-08-07 20:19:23
212,Villa Bruzual,VE,9.3328,-69.1208,84.63,65,89,4.43,overcast clouds,2021-08-07 20:19:23
213,Sri Aman,MY,1.2376,111.4621,77.05,94,100,0.0,overcast clouds,2021-08-07 20:19:24
214,Ostersund,SE,63.1792,14.6357,61.25,51,90,5.75,light rain,2021-08-07 20:19:24
215,Port Keats,AU,-14.25,129.55,60.85,32,17,5.86,few clouds,2021-08-07 20:19:24
216,Liberal,US,37.0431,-100.921,101.43,30,1,19.57,clear sky,2021-08-07 20:19:25
217,Namie,JP,37.4833,141.0,79.72,97,100,2.75,light rain,2021-08-07 20:19:25
218,Pangody,RU,65.85,74.4859,64.78,55,0,6.51,clear sky,2021-08-07 20:19:25
219,Jambi,ID,-1.6,103.6167,74.44,98,98,3.15,overcast clouds,2021-08-07 20:19:26
220,Broome,US,42.2506,-75.833,86.05,65,75,1.01,broken clouds,2021-08-07 20:19:26
221,Gornopravdinsk,RU,60.05,69.9,63.52,90,100,4.59,overcast clouds,2021-08-07 20:19:26
222,Marshall,US,34.3834,-86.3333,87.62,74,1,3.44,clear sky,2021-08-07 20:19:27
223,Pak Chong,TH,14.708,101.4161,75.52,89,100,5.35,overcast clouds,2021-08-07 20:19:27
224,Westport,US,41.1415,-73.3579,89.28,55,1,1.01,clear sky,2021-08-07 20:19:27
225,Mitchell,US,43.7094,-98.0298,87.78,58,1,3.44,clear sky,2021-08-07 20:18:01
226,Nicosia,CY,35.1667,33.3667,84.29,69,40,11.5,scattered clouds,2021-08-07 20:19:27
227,Namibe,AO,-15.1961,12.1522,69.35,81,100,2.17,overcast clouds,2021-08-07 20:19:28
228,Qaqortoq,GL,60.7167,-46.0333,50.5,95,100,7.76,heavy intensity rain,2021-08-07 20:16:41
229,Harper,LR,4.375,-7.7169,77.31,79,98,11.77,overcast clouds,2021-08-07 20:19:28
230,Bubaque,GW,11.2833,-15.8333,80.08,74,13,12.84,few clouds,2021-08-07 20:19:29
231,Lata,PT,40.1629,-8.3327,64.92,80,32,6.42,scattered clouds,2021-08-07 20:19:29
232,Lewistown,US,40.5992,-77.5714,84.25,65,100,5.32,overcast clouds,2021-08-07 20:19:29
233,Codrington,AU,-38.2667,141.9667,42.35,91,7,6.91,clear sky,2021-08-07 20:19:30
234,Visby,SE,57.6409,18.296,56.95,84,42,12.75,scattered clouds,2021-08-07 20:19:30
